设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
S67F·2·YT05·BJNN064·0506,039211949,2021-05-18 04:00:42,东经,119.0629200,北纬,37.7310300,0,0,9,29.12,4.149,54,8,1.3,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-18 02:00:18,东经,119.0627400,北纬,37.7310200,0,0,37,28.63,4.173,255,8,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-18 00:00:42,东经,119.0628400,北纬,37.7308900,0,355,1,29.37,4.182,2873,14,0.7,0.6,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 22:00:17,东经,119.0312900,北纬,37.7515500,0,306,42,31.13,4.197,2008,7,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 20:00:18,东经,119.0298200,北纬,37.7518500,0,132,7,34.12,4.203,1478,8,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 18:00:17,东经,119.0374800,北纬,37.7508900,0,240,26,29.85,4.209,1768,7,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 16:00:17,东经,119.0397400,北纬,37.7523500,0,148,79,40.06,4.215,2326,10,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 14:00:18,东经,119.0397500,北纬,37.7516500,0,71,35,35.17,4.215,1916,9,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 12:00:32,东经,119.0635700,北纬,37.7315600,0,0,14,46.75,4.215,438,8,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 10:00:28,东经,119.0629300,北纬,37.7314800,0,218,19,41.36,4.197,2598,7,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 08:00:17,东经,119.0388900,北纬,37.7526900,0,263,2,29.12,4.155,80,8,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 06:00:42,东经,119.0397600,北纬,37.7515300,0,267,5,27.75,4.155,2722,9,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 04:00:42,东经,119.0629900,北纬,37.7311000,0,38,8,28.25,4.164,293,8,1,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 02:00:20,东经,119.0625800,北纬,37.7313500,0,164,30,29.25,4.173,37,7,1.1,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-17 00:00:18,东经,119.0627100,北纬,37.7310400,0,131,2,29.36,4.194,3468,9,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 22:00:18,东经,119.0712200,北纬,37.7561100,0,353,8,29.73,4.2,996,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 20:00:42,东经,119.0730900,北纬,37.7550200,0,0,9,30.02,4.203,671,13,0.7,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 18:00:19,东经,119.0631300,北纬,37.7310700,0,190,5,27.12,4.209,95,8,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 16:00:17,东经,119.0445700,北纬,37.7618100,0,80,13,32.07,4.206,3148,10,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 14:00:42,东经,119.0378300,北纬,37.7530100,0,5,5,31.25,4.152,2106,12,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 12:00:17,东经,119.0625900,北纬,37.7311900,0,132,2,29.26,4.158,2518,9,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 10:00:42,东经,119.0396500,北纬,37.7515300,0,354,3,30.12,4.164,1747,9,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 08:00:40,东经,119.0627000,北纬,37.7312000,0,268,6,25.93,4.164,3868,12,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 06:00:18,东经,119.0398900,北纬,37.7512100,0,19,14,27,4.176,3298,9,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 04:00:42,东经,119.0630800,北纬,37.7312900,0,0,2,26.02,4.176,27,12,0.7,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 02:00:21,东经,119.0629600,北纬,37.7313000,0,206,60,25.71,4.185,120,7,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-16 00:00:18,东经,119.0627600,北纬,37.7315300,0,161,24,25.3,4.2,25,9,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 22:00:17,东经,119.0629300,北纬,37.7313500,0,202,15,25.6,4.206,413,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 20:00:18,东经,119.0635600,北纬,37.7311600,0,238,9,25.02,4.209,2753,7,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 18:00:17,东经,119.0401200,北纬,37.7523800,0,333,2,27.05,4.209,679,9,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 16:00:18,东经,119.0398600,北纬,37.7520800,0,255,105,27.12,4.2,1723,10,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 14:00:17,东经,119.0392600,北纬,37.7512700,0,359,6,28.9,4.164,1979,9,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 12:00:17,东经,119.0393300,北纬,37.7512200,1.7,25,8,28.5,4.161,3362,9,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 10:00:17,东经,119.0630500,北纬,37.7313400,0,301,7,30.12,4.14,2282,7,1.2,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 08:00:17,东经,119.0630100,北纬,37.7310300,0,74,12,29.25,4.134,3662,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 06:00:21,东经,119.0629900,北纬,37.7309500,0,0,8,30,4.134,29,9,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 04:00:42,东经,119.0630000,北纬,37.7310000,0,0,18,30.37,4.146,10,12,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 02:00:42,东经,119.0628200,北纬,37.7310200,0,0,5,30,4.155,32,10,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-15 00:00:18,东经,119.0628700,北纬,37.7310400,0,0,4,30.01,4.176,3369,5,1.7,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 22:00:42,东经,119.0399300,北纬,37.7511600,2,80,1,28.53,4.179,491,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 20:00:42,东经,119.0399600,北纬,37.7507800,0,232,11,29.41,4.188,271,6,1.3,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 18:00:42,东经,119.0400600,北纬,37.7511700,0,353,3,29.5,4.2,148,11,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 16:00:16,东经,119.0380200,北纬,37.7498500,3.1,358,1,24.25,4.212,1799,5,1.4,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 14:01:12,东经,119.0389800,北纬,37.7510600,0,328,5,34.82,4.188,2218,10,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 12:00:43,东经,119.0388600,北纬,37.7511300,0,157,8,30.86,4.206,4009,5,1.2,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 10:00:18,东经,119.0629500,北纬,37.7307700,0,0,42,34.11,4.167,361,4,2.2,1,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 08:00:42,东经,119.0628700,北纬,37.7310200,0,0,0,28.43,4.146,342,9,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 06:00:42,东经,119.0627800,北纬,37.7310400,0,0,15,27.37,4.152,116,9,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 04:00:42,东经,119.0629300,北纬,37.7310000,0,0,5,27.62,4.158,43,11,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 02:00:42,东经,119.0628400,北纬,37.7310200,0,267,4,28,4.167,149,12,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-14 00:00:17,东经,119.0627200,北纬,37.7311500,0,325,0,29.12,4.179,1552,7,1.2,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 22:00:40,东经,119.0400500,北纬,37.7512200,0,200,3,29.12,4.194,905,10,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 20:00:42,东经,119.0400200,北纬,37.7511500,0,209,4,33.48,4.203,1760,8,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 18:00:42,东经,119.0400800,北纬,37.7512000,0,0,1,35.87,4.206,2772,9,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 16:00:20,东经,119.0400100,北纬,37.7510900,0,120,0,37.37,4.212,1898,5,1.9,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 14:00:42,东经,119.0390300,北纬,37.7510400,0,0,7,35.25,4.206,1811,10,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 12:00:43,东经,119.0628300,北纬,37.7310200,0,0,4,39.87,4.173,1423,7,1,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 10:00:18,东经,119.0634800,北纬,37.7310800,0,0,26,31.87,4.14,756,4,2.3,1,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 08:00:42,东经,119.0628400,北纬,37.7309900,0,0,1,27.62,4.128,303,13,0.7,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 06:00:42,东经,119.0628100,北纬,37.7310300,0,0,12,29.82,4.137,48,7,1.2,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 04:00:42,东经,119.0629100,北纬,37.7309900,0,20,1,29.87,4.143,6,11,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-13 02:00:42,东经,119.0628800,北纬,37.7310000,0,0,2,29.47,4.161,1697,10,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 22:00:39,东经,119.0399200,北纬,37.7513600,0,229,4,29.75,4.191,1643,7,1.1,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 20:00:51,东经,119.0399900,北纬,37.7510800,0,15,6,33.12,4.2,1781,10,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 18:00:21,东经,119.0396800,北纬,37.7509700,0,68,4,33.37,4.212,354,5,3.2,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 16:00:42,东经,119.0390600,北纬,37.7510600,0,214,5,36.12,4.206,973,10,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 14:00:42,东经,119.0398300,北纬,37.7513400,0,203,8,36.62,4.209,3613,4,3.1,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 12:00:43,东经,119.0628300,北纬,37.7310600,0,180,4,46.05,4.194,1183,6,2.2,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 10:00:25,东经,119.0626900,北纬,37.7309300,0,48,26,30.9,4.152,1851,4,2.2,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 08:00:42,东经,119.0628100,北纬,37.7310100,0,0,3,29.87,4.137,1324,13,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 06:00:42,东经,119.0628200,北纬,37.7310300,0,292,10,25.41,4.158,3773,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 04:00:42,东经,119.0396100,北纬,37.7509300,0,210,1,27.5,4.164,1143,10,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 02:00:43,东经,119.0385000,北纬,37.7511700,0,255,0,29.12,4.173,4008,7,1.5,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-12 00:00:16,东经,119.0392900,北纬,37.7509500,0,304,0,29.26,4.185,3604,6,1.2,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 22:00:42,东经,119.0628600,北纬,37.7310200,0,0,1,27.75,4.182,542,12,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 20:00:42,东经,119.0628300,北纬,37.7309800,0,324,7,30,4.203,480,11,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 18:00:16,东经,119.0628700,北纬,37.7309800,2.2,106,2,27.88,4.212,4059,7,1.8,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 16:01:15,东经,119.0393800,北纬,37.7517600,0,132,9,36.75,4.185,1345,13,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 14:00:17,东经,119.0395700,北纬,37.7515300,0,0,15,36.37,4.212,1644,4,1.8,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 12:00:33,东经,119.0628000,北纬,37.7311200,0,152,12,39.09,4.173,746,6,1.3,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 10:00:42,东经,119.0628400,北纬,37.7310300,0,0,7,27.87,4.107,1198,11,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 06:00:16,东经,119.0627700,北纬,37.7310400,0,291,13,25.98,4.128,74,4,3.4,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 04:00:42,东经,119.0628800,北纬,37.7310000,0,0,2,25,4.122,18,9,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 02:00:43,东经,119.0628600,北纬,37.7309800,0,0,0,27.85,4.143,848,6,1.3,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-11 00:00:17,东经,119.0371400,北纬,37.7506800,0,28,11,28.13,4.158,2366,4,1.3,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 22:00:42,东经,119.0398800,北纬,37.7516100,0,7,7,28.62,4.155,2774,8,1.4,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 20:00:43,东经,119.0396600,北纬,37.7515500,0,0,10,28.36,4.164,3707,7,1.4,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 18:00:17,东经,119.0624400,北纬,37.7311400,0,101,22,37.25,4.182,688,4,5.7,0.9,C,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 16:00:42,东经,119.0398800,北纬,37.7514300,0,166,5,25,4.149,3707,11,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 14:00:43,东经,119.0398900,北纬,37.7515600,0,220,8,31.37,4.149,2804,7,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 12:00:18,东经,119.0396200,北纬,37.7509600,2.8,89,8,22,4.149,966,5,1.8,0.8,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 10:00:42,东经,119.0628800,北纬,37.7310000,0,0,2,26,4.134,292,14,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 08:00:43,东经,119.0629100,北纬,37.7310100,0,0,10,25,4.14,222,11,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 06:00:16,东经,119.0628000,北纬,37.7310200,0,103,24,24.22,4.152,173,5,2.5,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 04:00:42,东经,119.0629000,北纬,37.7310400,0,0,0,25.97,4.164,3566,9,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 02:00:42,东经,119.0277900,北纬,37.7450400,0,232,3,29.28,4.17,3247,6,1.6,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-10 00:00:42,东经,119.0359300,北纬,37.7422500,0,172,1,29.62,4.179,3063,8,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 22:00:43,东经,119.0375100,北纬,37.7437600,0,201,6,30.37,4.185,3658,7,1.2,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 20:00:24,东经,119.0372300,北纬,37.7436100,0,103,1,30.08,4.197,2127,4,3,1,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 18:00:42,东经,119.0497300,北纬,37.7312300,0,0,2,24.75,4.203,4054,11,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 16:00:25,东经,119.0627200,北纬,37.7311200,0,162,13,33.21,4.215,910,4,3.9,0.9,C,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 14:00:42,东经,119.0628400,北纬,37.7309800,0,0,11,41.37,4.209,150,11,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 12:00:25,东经,119.0628100,北纬,37.7310500,0,0,11,37.65,4.158,950,4,2.1,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 10:00:42,东经,119.0237700,北纬,37.7227100,0,89,5,27.1,4.104,3496,11,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 08:00:42,东经,119.0235100,北纬,37.7229300,0,199,6,29.87,4.119,3452,9,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 06:01:06,东经,119.0287600,北纬,37.7291500,0,61,10,30.63,4.119,1560,8,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 04:00:42,东经,119.0284200,北纬,37.7290700,0,277,2,29.92,4.14,1070,5,1.1,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 02:00:18,东经,119.0251100,北纬,37.7295200,0,77,6,29.12,4.17,3675,5,1.7,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-09 00:00:42,东经,119.0628400,北纬,37.7309800,0,0,0,25.87,4.185,141,14,0.8,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 22:00:42,东经,119.0628100,北纬,37.7309800,0,0,11,27.5,4.194,283,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 20:00:43,东经,119.0627800,北纬,37.7309700,0,242,10,30.22,4.203,482,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 18:00:21,东经,119.0627800,北纬,37.7310100,0,122,9,35,4.212,1746,4,3.4,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 16:00:21,东经,119.0628100,北纬,37.7309700,0,222,13,40.5,4.215,1405,5,1.3,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 14:00:42,东经,119.0523700,北纬,37.7266500,1.5,184,15,36,4.206,1139,15,0.9,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 12:00:42,东经,119.0243200,北纬,37.7293000,0,0,10,35.12,4.167,2180,10,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 10:00:42,东经,119.0249500,北纬,37.7296900,0,56,8,31.11,4.149,2214,8,0.9,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 06:00:43,东经,119.0628200,北纬,37.7310200,0,0,13,26.58,4.158,17,7,1.1,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 04:00:18,东经,119.0627500,北纬,37.7310600,0,23,12,27.37,4.17,45,4,2.3,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 02:00:42,东经,119.0628500,北纬,37.7309900,0,56,0,26.62,4.182,162,12,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-08 00:00:42,东经,119.0628500,北纬,37.7309700,0,0,1,28.12,4.188,1016,13,0.7,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 22:00:25,东经,119.0238300,北纬,37.7223100,0,215,1,30.48,4.2,2149,3,2.5,1,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 20:00:42,东经,119.0226500,北纬,37.7223200,0,0,0,30.37,4.203,3876,9,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 18:00:26,东经,119.0227700,北纬,37.7226000,0,100,12,25.5,4.212,682,5,2,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 16:00:42,东经,119.0229000,北纬,37.7219300,0,0,1,35.5,4.206,3587,12,0.6,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 14:00:22,东经,119.0628200,北纬,37.7309900,0,0,0,35.4,4.212,1725,4,1.8,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 12:00:42,东经,119.0495800,北纬,37.7312200,0,68,9,30.02,4.167,3056,9,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 10:01:54,东经,119.0219600,北纬,37.7289100,0,0,19,34.03,4.116,0,5,1.6,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 08:01:42,东经,119.0247700,北纬,37.7294500,0,323,22,33.61,4.128,0,5,1.3,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 06:00:25,东经,119.0250100,北纬,37.7297900,0,328,29,28.11,4.164,157,4,2.3,1,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 04:00:39,东经,119.0628800,北纬,37.7309700,0,0,4,26.12,4.164,80,7,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 02:00:43,东经,119.0628700,北纬,37.7310000,0,0,2,28.73,4.173,42,11,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-07 00:00:17,东经,119.0628700,北纬,37.7310000,0,143,3,26.37,4.185,63,4,1.3,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 22:00:42,东经,119.0628700,北纬,37.7310900,0,20,4,29.53,4.182,457,8,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 20:00:43,东经,119.0628100,北纬,37.7309600,0,0,11,32.75,4.206,991,6,1.2,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 18:00:17,东经,119.0627800,北纬,37.7310600,0,104,5,33.81,4.215,917,6,1.8,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 16:01:12,东经,119.0632700,北纬,37.7309300,0,46,8,32.12,4.188,3525,14,0.7,0.7,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 14:00:22,东经,119.0239600,北纬,37.7294300,0,279,10,36.5,4.203,1551,4,2.6,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 12:01:12,东经,119.0250200,北纬,37.7294800,0,274,11,38.32,4.152,0,6,1.3,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 10:00:24,东经,119.0249600,北纬,37.7293500,0,144,4,29.65,4.146,1897,4,1.7,0.8,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 08:00:42,东经,119.0231600,北纬,37.7295100,0,0,0,29.5,4.137,1332,9,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 06:00:42,东经,119.0266700,北纬,37.7296100,0,258,12,28.46,4.143,2289,7,1,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 04:00:43,东经,119.0628500,北纬,37.7309800,0,0,2,25.81,4.167,50,10,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 02:00:26,东经,119.0627400,北纬,37.7309600,0,100,14,26.38,4.179,8,4,3,1,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-06 00:00:42,东经,119.0628500,北纬,37.7309600,0,166,6,26.97,4.182,62,8,1.1,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 22:00:43,东经,119.0627800,北纬,37.7309700,0,0,4,29.01,4.191,277,7,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 20:00:24,东经,119.0626400,北纬,37.7307000,0,157,55,30.62,4.203,1556,5,1.7,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 18:00:42,东经,119.0628500,北纬,37.7310700,0,0,5,32.67,4.206,4070,11,0.9,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 16:00:17,东经,119.0495800,北纬,37.7311900,0,120,7,29.37,4.212,4003,5,1.9,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 14:00:42,东经,119.0628900,北纬,37.7309800,0,236,0,44.12,4.215,1862,9,1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 12:00:43,东经,119.0537000,北纬,37.7273000,0,106,2,34.08,4.203,108,6,1.1,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 10:00:21,东经,119.0628600,北纬,37.7309600,0,329,10,31.25,4.158,2161,5,1.8,0.8,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 08:00:42,东经,119.0230600,北纬,37.7295700,0,0,6,29.37,4.14,687,11,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 06:00:42,东经,119.0216000,北纬,37.7303000,0,351,13,29,4.146,1018,5,2,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 04:00:42,东经,119.0245600,北纬,37.7297700,0,250,0,28.75,4.167,970,10,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 02:00:17,东经,119.0628500,北纬,37.7310000,0,90,2,27.25,4.179,228,5,1.9,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-05 00:00:34,东经,119.0628700,北纬,37.7310200,0,25,3,26.13,4.176,10,7,1.3,0.9,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-04 22:00:43,东经,119.0628400,北纬,37.7310400,0,0,0,28,4.182,698,5,2.1,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-04 20:00:24,东经,119.0628400,北纬,37.7309200,0,234,7,30.26,4.194,866,4,2.4,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-04 18:00:42,东经,119.0628600,北纬,37.7310100,0,0,0,33.11,4.206,1312,13,0.8,0.8,A,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-04 16:00:20,东经,119.0628400,北纬,37.7310200,1.8,144,7,37.25,4.212,1300,5,2,0.9,B,可用
S67F·2·YT05·BJNN064·0506,039211949,2021-05-04 14:00:43,东经,119.0628700,北纬,37.7309800,0,0,3,40.72,4.206,1411,8,1,0.9,A,可用
