设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
S73F·4·HB07·BJNN053·0616,039130065,2021-04-16 02:00:42,东经,117.4975800,北纬,38.6681300,0,0,13,29.92,3.681,2039,7,1,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-15 22:00:43,东经,117.4976000,北纬,38.6684000,0,17,22,28.62,3.699,401,8,1.2,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-15 18:00:26,东经,117.5009200,北纬,38.6635100,1.5,5,106,35.2,3.729,3637,8,1,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-15 14:00:52,东经,117.5062000,北纬,38.6762500,0,0,29,32.62,3.693,3150,7,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-14 17:53:24,东经,117.4970200,北纬,38.6665800,0,0,3,31.75,3.354,0,13,0.8,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-14 13:04:42,东经,117.5061500,北纬,38.6760400,0,0,7,37.21,3.537,351,13,0.7,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-13 18:00:42,东经,117.4961800,北纬,38.6690800,0,15,16,34.61,3.57,3744,10,0.8,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-13 14:01:21,东经,117.4969200,北纬,38.6662900,0,19,23,35.26,3.48,2650,11,0.8,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-12 18:00:26,东经,117.4973600,北纬,38.6674100,0,26,25,33.78,3.468,1831,4,1.6,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-12 14:00:40,东经,117.4981000,北纬,38.6690100,0,0,35,36.13,3.501,1754,8,1,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-11 22:01:00,东经,117.4962200,北纬,38.6546200,0,353,17,31.37,3.462,2578,9,0.9,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-11 18:00:18,东经,117.4975100,北纬,38.6550200,0,0,15,26.66,3.546,72,4,2.3,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-11 16:22:22,东经,117.4955000,北纬,38.6550100,0,0,4,29.87,3.552,667,10,0.9,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-10 14:01:01,东经,117.5055800,北纬,38.6766600,0,0,14,33.37,3.588,1952,10,0.8,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-09 20:00:42,东经,117.4957400,北纬,38.6682300,0,0,6,30.56,3.552,3570,10,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-09 18:00:17,东经,117.4965200,北纬,38.6690800,0,0,6,32.5,3.555,3296,6,1.8,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-09 16:00:42,东经,117.5004700,北纬,38.6695700,0,279,14,31.7,3.528,2453,10,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-09 14:01:01,东经,117.4955900,北纬,38.6676600,0,24,106,34.87,3.498,2785,4,3.6,0.9,C,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-08 16:00:25,东经,117.4951600,北纬,38.6682500,0,0,35,37.56,3.492,2696,7,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-08 12:00:51,东经,117.4955100,北纬,38.6673400,0,273,58,37.23,3.444,178,14,0.7,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-07 20:00:42,东经,117.4958600,北纬,38.6666600,0,331,7,28.16,3.465,201,12,0.7,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-07 18:00:19,东经,117.4960500,北纬,38.6668300,0,218,68,31.86,3.501,2620,11,0.8,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-07 16:00:42,东经,117.4953400,北纬,38.6659300,0,299,29,33.66,3.456,1186,11,0.9,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-07 10:01:00,东经,117.4954300,北纬,38.6673400,0,0,4,32.95,3.423,1898,9,1.1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 16:00:18,东经,117.4923700,北纬,38.6676800,0,18,71,35.25,3.546,372,8,1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 14:00:19,东经,117.4899600,北纬,38.6666400,0,0,23,40.75,3.504,463,6,1.2,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 12:00:33,东经,117.4895600,北纬,38.6662300,0,0,11,38.42,3.468,209,8,1,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 10:00:43,东经,117.4882200,北纬,38.6652000,0,341,49,34.15,3.435,3436,7,1.1,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 06:00:42,东经,117.5004100,北纬,38.6694100,0,0,2,29.86,3.429,471,13,0.7,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 04:00:25,东经,117.5003700,北纬,38.6692900,0,149,11,26.75,3.564,2384,4,3.5,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 02:00:42,东经,117.5051000,北纬,38.6784000,0,83,0,31.71,3.573,1139,10,0.8,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-06 00:00:21,东经,117.5047900,北纬,38.6782200,0,357,8,29.71,3.603,1701,5,1.5,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 22:00:42,东经,117.5044700,北纬,38.6782000,0,0,13,32.65,3.609,3236,7,1.2,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 20:01:06,东经,117.5047800,北纬,38.6783800,0,0,13,28.25,3.618,4038,8,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 18:00:43,东经,117.5051000,北纬,38.6804900,0,229,5,29.87,3.675,3280,5,1.8,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 16:00:25,东经,117.4996900,北纬,38.6856000,0,29,17,32.52,3.678,1000,4,2.3,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 14:00:42,东经,117.4964900,北纬,38.6869800,0,323,10,29.77,3.678,3454,11,0.7,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 12:00:19,东经,117.4960800,北纬,38.6888700,0,359,4,30,3.681,1865,5,2.2,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 10:00:42,东经,117.4960900,北纬,38.6891000,0,69,0,26.85,3.618,2142,10,0.8,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 08:00:42,东经,117.4960500,北纬,38.6890200,0,0,9,28.62,3.648,4058,8,1.1,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 06:00:52,东经,117.4953700,北纬,38.6892000,0,79,16,29.13,3.657,2789,7,1.3,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 04:00:17,东经,117.4335600,北纬,38.7787100,0,169,10,30,3.666,2476,4,1.7,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 02:00:42,东经,117.4146700,北纬,38.8010700,0,346,2,30.05,3.663,4066,7,1.5,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-05 00:00:43,东经,117.4152800,北纬,38.8010900,0,266,2,32.12,3.672,1562,9,1.2,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 22:00:18,东经,117.4148100,北纬,38.8009800,0,35,2,33.5,3.681,448,4,3.1,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 20:00:42,东经,117.4039200,北纬,38.7945000,0,0,5,32.81,3.684,1974,15,0.7,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 18:00:18,东经,117.4034300,北纬,38.7942700,0,98,8,36.75,3.69,3324,5,1.4,1,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 16:00:42,东经,117.4030700,北纬,38.7941900,1.5,198,20,37.48,3.69,2745,8,1.1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 14:00:42,东经,117.4034700,北纬,38.7944700,0,0,10,39.12,3.687,2725,10,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 12:00:45,东经,117.4029800,北纬,38.7943200,0,328,18,36.22,3.693,2037,6,1.3,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 10:00:19,东经,117.4134200,北纬,38.8005100,0,0,2,30.75,3.684,256,4,1.5,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 08:00:37,东经,117.4041400,北纬,38.7952500,0,359,12,20.58,3.678,3597,9,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 06:00:43,东经,117.4149400,北纬,38.8009700,0,0,2,28.12,3.684,3715,12,0.7,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 04:00:18,东经,117.4151600,北纬,38.8011100,0,0,3,29.81,3.693,803,4,1.8,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 02:00:42,东经,117.4150900,北纬,38.8012800,0,324,3,30.98,3.699,1845,8,1.3,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-04 00:00:43,东经,117.4151200,北纬,38.8010500,0,296,3,31.88,3.702,2090,8,1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 22:00:22,东经,117.4151100,北纬,38.8009500,0,302,8,31.5,3.72,92,5,1.7,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 20:00:42,东经,117.4050800,北纬,38.7965200,0,0,7,28.62,3.732,3084,13,0.8,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 18:00:25,东经,117.4039800,北纬,38.7940900,0,324,38,28,3.744,1093,4,2.1,1,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 16:00:42,东经,117.4032100,北纬,38.7943400,1.5,221,4,35.11,3.741,3717,9,1.1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 14:01:17,东经,117.4037200,北纬,38.7944500,0,177,2,33.25,3.717,3496,4,3.4,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 12:00:16,东经,117.4045100,北纬,38.7964200,0,0,15,33,3.747,3509,4,2,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 10:00:42,东经,117.3991300,北纬,38.8029300,0,0,1,22.16,3.738,3467,10,0.9,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 08:00:42,东经,117.4149800,北纬,38.8010800,0,264,14,26.61,3.75,3780,7,1.2,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 06:00:43,东经,117.4142600,北纬,38.8018000,0,170,5,25.12,3.756,194,7,1.4,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 04:00:17,东经,117.4145100,北纬,38.8016400,0,263,4,29.31,3.765,1227,5,1.3,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 02:01:06,东经,117.4151500,北纬,38.8010900,0,237,12,30.7,3.75,3267,6,1.4,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-03 00:00:18,东经,117.4149600,北纬,38.8009600,1.5,305,2,31.98,3.771,2483,4,1.5,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 22:00:42,东经,117.4154300,北纬,38.8010900,0,196,4,29.87,3.768,868,7,1.3,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 20:00:42,东经,117.4050300,北纬,38.7964500,0,170,6,31.55,3.774,2495,14,0.8,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 18:00:17,东经,117.4048900,北纬,38.7968800,0,338,6,28.58,3.783,529,5,1.3,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 16:00:42,东经,117.4046100,北纬,38.7971500,0,0,11,30.32,3.774,3702,9,1.1,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 14:00:42,东经,117.4049100,北纬,38.7970500,0,67,6,31.92,3.777,3373,7,1.1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 12:00:43,东经,117.4047000,北纬,38.7971200,0,87,7,33.13,3.78,1356,8,1.3,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 10:00:25,东经,117.4043000,北纬,38.7953800,0,11,45,30.12,3.801,1392,4,1.9,1,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 08:00:42,东经,117.4149400,北纬,38.8009800,0,0,6,30.53,3.801,3219,14,0.7,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 06:00:52,东经,117.4133200,北纬,38.8018900,1.5,279,3,30.5,3.804,1888,6,1.5,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 04:00:18,东经,117.4152800,北纬,38.8011500,0,34,6,31.56,3.81,2745,4,1.6,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 02:00:43,东经,117.4151000,北纬,38.8010400,0,131,7,32.05,3.81,2436,6,1.8,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-02 00:00:43,东经,117.4152200,北纬,38.8010700,0,130,2,32.37,3.822,2658,5,1.7,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 22:00:23,东经,117.4052100,北纬,38.7959300,0,0,5,30.87,3.825,3785,4,1.6,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 20:00:42,东经,117.4052000,北纬,38.7964500,0,0,4,29.75,3.849,4094,15,0.6,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 18:00:42,东经,117.4043700,北纬,38.7960400,0,353,8,29.5,3.855,3625,15,1.1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 16:00:42,东经,117.4127900,北纬,38.8003900,0,0,8,27.12,3.867,1090,8,0.9,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 14:00:43,东经,117.3874400,北纬,38.8053100,0,171,34,34.12,3.864,2549,5,1.5,0.9,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 12:00:25,东经,117.3978700,北纬,38.8058400,0,0,3,29.67,3.852,2750,4,2.5,0.9,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 10:00:42,东经,117.3860700,北纬,38.8090900,0,0,0,26.75,3.843,2387,12,0.7,0.7,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 08:00:42,东经,117.3751200,北纬,38.7894000,0,116,2,29.37,3.846,3447,7,1,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 04:00:25,东经,117.4042300,北纬,38.6218000,0,275,58,21.87,3.879,3749,4,2.3,1,B,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 02:00:43,东经,117.4437100,北纬,38.6436300,0,0,2,28.12,3.882,3503,9,1.2,0.8,A,可用
S73F·4·HB07·BJNN053·0616,039130065,2021-04-01 00:00:43,东经,117.7115600,北纬,38.2670300,0,242,4,26.37,3.888,2630,7,1.1,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-20 21:26:00,东经,118.1144400,北纬,39.6237100,3.5,156,17,25.12,3.819,189,6,2.3,0.9,B,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-19 18:00:42,东经,121.7029700,北纬,40.8719100,0,281,8,29.12,4.146,2,14,0.7,0.6,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-19 17:52:23,东经,121.7029000,北纬,40.8734500,0,324,22,27.97,4.176,1,4,1.9,0.9,B,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-19 16:26:13,东经,121.7529800,北纬,40.8495800,0,200,5,32.55,4.185,33,8,1,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-19 16:00:16,东经,121.7529700,北纬,40.8495300,0,352,10,35.25,4.191,2,12,0.7,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-19 15:45:42,东经,121.7529900,北纬,40.8495400,0,4,7,34.75,4.2,4,15,0.6,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-18 12:43:53,东经,121.4304400,北纬,40.9150100,0,148,10,36.25,4.203,17,10,0.9,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-08 00:00:32,东经,118.8481100,北纬,37.9248700,0,237,23,25.62,3.852,561,5,1,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 20:00:18,东经,118.9411300,北纬,38.0285400,0,182,4,24.86,3.879,3150,10,0.8,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 16:00:21,东经,118.8472400,北纬,37.9245900,0,195,49,28.62,3.888,1543,6,1.5,0.9,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 14:00:24,东经,118.9108700,北纬,38.0580400,2.5,153,93,26.25,3.897,3047,5,5.1,0.9,C,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 12:00:44,东经,118.8407700,北纬,37.9434500,2.8,160,154,26.81,3.915,2971,7,3.7,0.8,C,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 10:00:19,东经,118.8407400,北纬,37.9470000,0,186,35,27.25,3.936,553,6,1.6,0.9,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 08:01:52,东经,118.8479300,北纬,37.9242200,0,54,23,26.32,3.921,1,8,0.9,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 06:01:52,东经,118.8478900,北纬,37.9247900,0,46,3,26.36,3.945,0,4,1.1,0.9,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 04:00:45,东经,118.8475900,北纬,37.9248100,0,95,60,26.33,3.999,0,4,1.8,1,B,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-07 02:00:51,东经,118.8478800,北纬,37.9248800,0,137,18,26.62,4.023,0,5,1.2,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 22:00:42,东经,118.8480100,北纬,37.9320800,0,154,8,24.25,4.098,2289,6,1.3,0.9,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 20:00:21,东经,118.9204300,北纬,38.0549700,0,262,12,26.35,4.119,1071,5,1.3,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 18:00:42,东经,118.9202400,北纬,38.0548500,0,186,7,34.62,4.134,1908,15,0.7,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 16:00:42,东经,118.8473700,北纬,37.9246200,0,88,45,37.87,4.155,168,11,1.2,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 14:00:17,东经,118.8482100,北纬,37.9327200,0,170,32,40.98,4.176,1088,7,1,0.9,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 13:25:42,东经,118.9418100,北纬,38.0246900,0,130,1,51.5,4.191,25,11,0.8,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 12:48:54,东经,118.9419600,北纬,38.0247300,0,276,7,50.87,4.2,1,5,1.4,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-06-06 12:11:12,东经,118.9419000,北纬,38.0246500,0,189,3,42.62,4.194,2,14,0.7,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-04-09 16:00:16,东经,112.8095500,北纬,28.2407500,0,242,132,24.05,4.11,1,7,1.4,0.8,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-04-09 14:00:42,东经,112.8095900,北纬,28.2407300,0,257,121,36.25,3.963,4,14,0.7,0.7,A,可用
R03F·TJ01·P1932·210725_210801丢,041736813,2021-04-09 12:15:53,东经,112.8095600,北纬,28.2406900,0,19,130,22.5,3.78,5,6,1,0.9,A,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-06-21 00:01:56,东经,118.0740000,北纬,39.6266800,0,35,32,31.37,3.828,57,7,1.4,0.9,A,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-06-20 08:03:01,东经,121.6751200,北纬,41.0458000,0,0,26,24.12,3.84,0,4,2.7,0.9,B,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-06-19 22:02:55,东经,121.6753000,北纬,41.0456900,0,31,15,26,4.047,26,4,2.2,0.9,B,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-06-19 18:00:43,东经,121.7029800,北纬,40.8719100,0,31,7,27.37,4.206,2978,11,0.9,0.7,A,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-06-19 16:00:15,东经,121.7529100,北纬,40.8495600,0,7,5,34.75,4.221,24,6,1.1,0.8,A,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-06-19 15:32:45,东经,121.7526600,北纬,40.8493100,0,0,17,34.5,4.218,16,6,1.1,0.9,A,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-04-09 16:00:17,东经,112.8096800,北纬,28.2407100,0,12,117,22.75,4.038,0,5,2.5,0.7,B,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-04-09 14:00:43,东经,112.8095600,北纬,28.2407200,0,0,125,33.67,3.918,0,12,0.7,0.8,A,可用
R05F·2·TJ02·BJNN051·210811,038501316,2021-04-09 12:15:24,东经,112.8096200,北纬,28.2408900,0,0,35,22.62,3.777,9,5,1.1,1,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-30 16:00:46,东经,118.3056500,北纬,39.2294000,0,213,2,42.4,3.642,0,5,2.2,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-30 14:00:43,东经,118.3058900,北纬,39.2281000,1.5,354,16,42.42,3.585,0,6,1.9,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-30 12:01:17,东经,118.3069200,北纬,39.2299100,0,7,13,39.93,3.542,0,10,0.9,0.7,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 20:00:27,东经,118.3054700,北纬,39.2285500,2.3,330,19,33.79,3.51,0,4,4.8,0.9,C,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 18:00:38,东经,118.3051600,北纬,39.2284500,0,111,0,32.8,3.573,0,8,1,1.4,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 16:00:42,东经,118.3052700,北纬,39.2287700,3.5,214,8,36.05,3.615,0,7,1.9,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 14:00:42,东经,118.3050300,北纬,39.2291000,0,317,6,36.9,3.633,0,6,2.1,3,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 12:00:52,东经,118.3051000,北纬,39.2287800,0,197,1,37.18,3.64,0,5,1.1,0.8,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 10:02:07,东经,118.3053300,北纬,39.2294300,0,293,7,37.6,3.639,0,4,1.9,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 08:01:15,东经,118.3051800,北纬,39.2294000,0,111,20,36.88,3.65,0,5,1.1,0.9,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 06:00:43,东经,118.3053000,北纬,39.2286500,0,305,15,35.19,3.664,0,7,1.5,0.8,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 04:00:42,东经,118.3053000,北纬,39.2285500,0,236,31,35.88,3.675,0,7,1.1,0.9,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 02:00:42,东经,118.3053500,北纬,39.2285800,0,224,6,36.43,3.685,0,8,0.9,0.8,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-29 00:00:51,东经,118.3053400,北纬,39.2286000,2.4,273,9,36.13,3.696,0,6,2,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 22:01:37,东经,118.3052700,北纬,39.2286300,0,267,28,36.59,3.713,0,4,3.3,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 20:01:15,东经,118.3050500,北纬,39.2288600,4.2,256,5,38.06,3.74,0,4,2.1,1,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 18:00:44,东经,118.3050100,北纬,39.2285700,0,249,13,42.03,3.732,0,6,1.6,0.9,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 16:00:52,东经,118.3051200,北纬,39.2288200,0,172,1,42.86,3.705,0,8,1.1,0.9,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 14:00:42,东经,118.3049300,北纬,39.2285400,3.4,317,9,40.47,3.667,0,6,2.2,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 12:00:43,东经,118.3050800,北纬,39.2289000,0,187,2,40.34,3.641,0,5,1.2,0.9,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 10:00:42,东经,118.3053700,北纬,39.2286700,0,226,0,35.62,3.643,0,7,1.2,0.8,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 08:00:26,东经,118.3051200,北纬,39.2288400,0,213,13,36.07,3.646,0,4,2.3,1,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 06:01:21,东经,118.3052600,北纬,39.2286800,0,287,30,36.7,3.664,0,8,1,0.8,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 04:01:13,东经,118.3054000,北纬,39.2285800,0,324,16,36.19,3.691,0,6,1.4,0.9,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 02:00:53,东经,118.3053700,北纬,39.2286100,2.7,295,7,35.83,3.702,0,7,1.6,0.8,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-28 00:00:51,东经,118.3054700,北纬,39.2285200,1.5,275,8,36.62,3.715,0,6,1.8,0.9,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-27 22:00:42,东经,118.3053900,北纬,39.2283700,1.9,314,23,34.41,3.731,0,5,2.4,3.4,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-27 20:00:40,东经,118.3051800,北纬,39.2288400,0,338,0,38.45,3.741,0,6,1.8,0.8,B,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-27 18:00:42,东经,118.3072300,北纬,39.2287100,0,251,2,47.64,3.723,0,7,0.9,0.8,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-27 16:01:15,东经,118.3070200,北纬,39.2289800,0,264,2,42.96,3.703,0,6,0.9,1.4,A,可用
H43F·6·G16巢·BJNN018·20190511,031906298,2021-06-27 14:00:27,东经,118.3051800,北纬,39.2286800,1.7,206,17,42.93,3.65,0,3,1.8,1,B,可用
